Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
CHEOPS,12/18/2019,2019,2010s,Europe_ESA,Europe (ESA),ESA,Soyuz-Fregat,Soyuz-Fregat,Kourou,,Other,LEO,280,Success,Decommissioned,60,Liquid,7,Characterizes known exoplanet sizes with unprecedented precision; small mission,,,ENRICHED
Solar Orbiter,2/10/2020,2020,2020s,Europe_ESA,Europe (ESA),ESA,Atlas V,Atlas,Cape Canaveral,,Other,HEO/Elliptical,1800,Success,Active,1500,Solid,7,Closest-ever images of Sun; first images of solar poles; joint ESA-NASA,,,ENRICHED
Sentinel 6A (Michael Freilich),11/21/2020,2020,2020s,Europe_ESA,Europe (ESA),ESA,Falcon 9,Falcon,Vandenberg AFB,,Other,LEO,1192,Success,Active,175,Liquid,7,Continues 30-year sea level measurement record; mm-precision altimetry,,,ENRICHED
Pléiades Neo 3,4/28/2021,2021,2020s,Europe_ESA,Europe (France),CNES,Vega,Vega,Kourou,,Earth Observation,SSO,920,Success,Active,175,Solid,8,30cm resolution commercial satellite; best European commercial optical,,,ENRICHED
James Webb Space Telescope (contribution),12/25/2021,2021,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Other,6200,Success,Active,10000,Liquid,20,ESA contributed Ariane 5 launch and instruments; 15% observation time,,,ENRICHED
JUICE (Jupiter Icy Moons Explorer),4/14/2023,2023,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Lunar Exploration,Heliocentric,5963,Success,Active,1600,Liquid,8,First ESA outer solar system mission; will orbit Ganymede; arrive Jupiter 2031,,,ENRICHED
JUICE,4/14/2023,2023,2020s,Europe_ESA,EUR,ESA,Ariane 5 ECA,Ariane,Kourou,Kourou,Other,Mars/Interplanetary,,Success,,,,,Jupiter Icy Moons Explorer,EUR-2023,International Space Agencies Database,CLEANED_COMPLETE
Euclid,7/1/2023,2023,2020s,Europe_ESA,Europe (ESA),ESA,Falcon 9,Falcon,Cape Canaveral,,Other,Other,2052,Success,Active,850,Liquid,6,Mapping dark matter and dark energy; surveying 1/3 of sky; studying cosmic acceleration,,,ENRICHED
EarthCARE,5/28/2024,2024,2020s,Europe_ESA,Europe (ESA),ESA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,2300,Success,Active,850,Liquid,3,Cloud and aerosol profiling; joint ESA-JAXA; climate and weather studies,,,ENRICHED
Biomass,4/1/2025,2025,2020s,Europe_ESA,Europe (ESA),ESA,Vega-C,Vega-C,Kourou,,Earth Observation,SSO,1200,Success,Active,175,Solid,8,Earth Explorer 7; P-band SAR to measure forest biomass and carbon storage,,,ENRICHED
Sentinel 1D,11/1/2025,2025,2020s,Europe_ESA,Europe (ESA),ESA,Vega-C/Ariane 6,Vega-C/Ariane,Kourou,,Earth Observation,SSO,,Success,Active,17.5,Solid,8,Fourth Sentinel-1 SAR satellite; completing constellation for all-weather coverage,,,ENRICHED
Ariel,2029 (planned),2029,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 6,Ariane,Kourou,,Other,Other,,Active/Planned,Other,175,Solid,7,Will characterize atmospheres of 1000 exoplanets; atmospheric chemical inventory,,,ENRICHED
Cluster (4 satellites),7/16 & 8/9/2000,,,Europe_ESA,Europe (ESA),ESA,Soyuz/Starsem,Soyuz/Starsem,Baikonur,,Science/Astrophysics,HEO/Elliptical,,Success,Decommissioned,,Liquid,25,First spacecraft to fly in precise 3D formation; studied Earth's magnetic environment,,,ENRICHED
Aryabhata,4/19/1975,1975,1970s,India,India,ISRO,C-1 Intercosmos,C-1,Kapustin Yar,,Technology/Test,LEO,360,Success,Decommissioned,45,Liquid,0.0466,India's first satellite; launched by USSR; power failure after 4 days,,,ENRICHED
Bhaskara-I,6/7/1979,1979,1970s,India,India,ISRO,C-1 Intercosmos,C-1,Kapustin Yar,,Earth Observation,LEO,442,Success,Decommissioned,60,,8,TV camera malfunctioned but other instruments worked; launched by USSR,,,ENRICHED
Rohini Technology Payload (RTP),8/10/1979,1979,1970s,India,India,ISRO,SLV-3,SLV-3,Satish Dhawan Space Centre,,Technology/Test,Other,35,Failure,Lost/Failed,17.5,Solid,3,SLV-3 first flight failure; satellite did not achieve orbit,,,ENRICHED
SLV-3 D1 (Rohini Technology Payload),8/10/1979,1979,1970s,India,IND,ISRO,SLV-3,SLV,Sriharikota,First Launch Pad,Technology/Test,LEO,,Failure,,,,,First developmental flight of SLV-3,ISRO-1979-SLV-3 D1 (,ISRO Historical Database,CLEANED_COMPLETE
Rohini RS-1,7/18/1980,1980,1980s,India,India,ISRO,SLV-3,SLV-3,Satish Dhawan Space Centre,,Technology/Test,LEO,35,Success,Decommissioned,6,Solid,1.5,First successful Indian launch vehicle (SLV-3); independence milestone,,,ENRICHED
SLV-3 D2 (Rohini RS-1),7/18/1980,1980,1980s,India,IND,ISRO,SLV-3,SLV,Sriharikota,First Launch Pad,Other,LEO,,Success,,,,,First successful Indian satellite launch,ISRO-1980-SLV-3 D2 (,ISRO Historical Database,CLEANED_COMPLETE
Rohini RS-D1,5/31/1981,1981,1980s,India,India,ISRO,SLV-3,SLV-3,Satish Dhawan Space Centre,,Earth Observation,LEO,38,Success,Other,17.5,Solid,8,Lower altitude than planned; orbital life only 9 days,,,ENRICHED
APPLE,6/19/1981,1981,1980s,India,India,ISRO,Ariane-1,Ariane-1,Guiana Space Centre,,Communication,GEO,670,Success,Decommissioned,100,Liquid,2,India's first experimental geostationary communication satellite,,,ENRICHED
Bhaskara-II,11/20/1981,1981,1980s,India,India,ISRO,C-1 Intercosmos,C-1,Kapustin Yar,,Earth Observation,LEO,444,Success,Decommissioned,60,,8,Remote sensing and microwave radiometry; launched by USSR,,,ENRICHED
INSAT-1A,4/10/1982,1982,1980s,India,India,ISRO,Delta 3910,Delta,Cape Canaveral,,Communication,Other,1152,Failure,Lost/Failed,100,Solid,,Solar sail failed to deploy; fuel exhausted; deactivated after 6 months,,,ENRICHED
Rohini RS-D2,4/17/1983,1983,1980s,India,India,ISRO,SLV-3,SLV-3,Satish Dhawan Space Centre,,Earth Observation,LEO,41.5,Success,Decommissioned,17.5,Solid,8,17-month operation with smart sensor camera,,,ENRICHED
INSAT-1B,8/30/1983,1983,1980s,India,India,ISRO,Space Shuttle Challenger,Space,Kennedy Space Center,,Communication,GEO,1152,Success,Decommissioned,100,Solid,10,Served more than designed life; first operational INSAT,,,ENRICHED
SROSS-1,3/24/1987,1987,1980s,India,India,ISRO,ASLV,ASLV,Satish Dhawan Space Centre,,Technology/Test,Other,150,Failure,Lost/Failed,60,Solid,3,First ASLV developmental launch failed; did not achieve orbit,,,ENRICHED
ASLV-D1 (SROSS-1),3/24/1987,1987,1980s,India,IND,ISRO,ASLV,ASLV,Sriharikota,First Launch Pad,Other,LEO,,Failure,,,,,Augmented Satellite Launch Vehicle first flight,ISRO-1987-ASLV-D1 (S,ISRO Historical Database,CLEANED_COMPLETE
IRS-1A,3/17/1988,1988,1980s,India,India,ISRO,Vostok-2M,Vostok-2M,Baikonur Cosmodrome,,Earth Observation,SSO,975,Success,Decommissioned,350,Liquid,5,First operational Indian Remote Sensing satellite; launched by USSR,,,ENRICHED
SROSS-2,7/13/1988,1988,1980s,India,India,ISRO,ASLV,ASLV,Satish Dhawan Space Centre,,Technology/Test,Other,150,Failure,Lost/Failed,60,Solid,3,Second ASLV developmental launch failed,,,ENRICHED
ASLV-D2 (SROSS-2),7/13/1988,1988,1980s,India,IND,ISRO,ASLV,ASLV,Sriharikota,First Launch Pad,Other,LEO,,Failure,,,,,Second ASLV flight,ISRO-1988-ASLV-D2 (S,ISRO Historical Database,CLEANED_COMPLETE
INSAT-1C,7/22/1988,1988,1980s,India,India,ISRO,Ariane-3,Ariane-3,Guiana Space Centre,,Communication,GEO,1190,Success,Other,175,,15,Power system failure cut operational life in half,,,ENRICHED
INSAT-1D,6/12/1990,1990,1990s,India,India,ISRO,Delta 4925,Delta,Cape Canaveral,,Communication,GEO,1292,Success,Decommissioned,175,Solid,15,Final INSAT first-generation; exceeded design life,,,ENRICHED
IRS-1B,8/29/1991,1991,1990s,India,India,ISRO,Vostok-2M,Vostok-2M,Baikonur Cosmodrome,,Earth Observation,SSO,975,Success,Decommissioned,175,Liquid,8,Identical to IRS-1A; continued remote sensing program,,,ENRICHED
SROSS-C,5/20/1992,1992,1990s,India,India,ISRO,ASLV,ASLV,Satish Dhawan Space Centre,,Other,LEO,106,Success,Other,60,Solid,7,Lower than planned orbit; reduced lifespan,,,ENRICHED
ASLV-D3 (SROSS-C),5/20/1992,1992,1990s,India,IND,ISRO,ASLV,ASLV,Sriharikota,First Launch Pad,Other,LEO,,Success,,,,,First successful ASLV flight,ISRO-1992-ASLV-D3 (S,ISRO Historical Database,CLEANED_COMPLETE
INSAT-2A,7/10/1992,1992,1990s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,1906,Success,Decommissioned,175,Liquid,15,First indigenous second-generation INSAT,,,ENRICHED
INSAT-2B,7/23/1993,1993,1990s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,1906,Success,Decommissioned,175,Liquid,15,C and S-band transponders; augmented INSAT-2A,,,ENRICHED
IRS-1E,9/20/1993,1993,1990s,India,India,ISRO,PSLV-D1,PSLV-D1,Satish Dhawan Space Centre,,Earth Observation,Other,846,Failure,Lost/Failed,175,Solid,8,PSLV first flight failure; 4th stage anomaly,,,ENRICHED
PSLV-D1 (IRS-1E),9/20/1993,1993,1990s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Failure,,,,,First PSLV flight - failed to achieve orbit,ISRO-1993-PSLV-D1 (I,ISRO Historical Database,CLEANED_COMPLETE
SROSS-C2,5/4/1994,1994,1990s,India,India,ISRO,ASLV,ASLV,Satish Dhawan Space Centre,,Other,LEO,114,Success,Decommissioned,60,Solid,7,First successful ASLV launch; gamma-ray and aeronomy experiments,,,ENRICHED
ASLV-D4 (SROSS-C2),5/4/1994,1994,1990s,India,IND,ISRO,ASLV,ASLV,Sriharikota,First Launch Pad,Other,LEO,,Success,,,,,Last ASLV flight,ISRO-1994-ASLV-D4 (S,ISRO Historical Database,CLEANED_COMPLETE
IRS-P2,10/15/1994,1994,1990s,India,India,ISRO,PSLV-D2,PSLV-D2,Satish Dhawan Space Centre,,Earth Observation,SSO,804,Success,Decommissioned,180,Solid,3,First successful PSLV operational launch; 36m resolution,,,ENRICHED
PSLV-D2 (IRS-P2),10/15/1994,1994,1990s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Success,,,,,First successful PSLV flight,ISRO-1994-PSLV-D2 (I,ISRO Historical Database,CLEANED_COMPLETE
INSAT-2C,12/7/1995,1995,1990s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,2100,Success,Decommissioned,325,Liquid,15,Ku-band transponders; enhanced comms,,,ENRICHED
IRS-1C,12/28/1995,1995,1990s,India,India,ISRO,Molniya-M,Molniya-M,Baikonur Cosmodrome,,Earth Observation,SSO,1250,Success,Decommissioned,175,,8,5.8m panchromatic; advanced cameras; launched by Russia,,,ENRICHED
IRS-P3,3/21/1996,1996,1990s,India,India,ISRO,PSLV-D3,PSLV-D3,Satish Dhawan Space Centre,,Earth Observation,SSO,920,Success,Decommissioned,175,Solid,8,EO and X-ray astronomy payloads,,,ENRICHED
INSAT-2D,6/4/1997,1997,1990s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,2079,Failure,Lost/Failed,325,Liquid,15,On-board power bus anomaly; satellite lost shortly after launch,,,ENRICHED
IRS-1D,9/29/1997,1997,1990s,India,India,ISRO,PSLV-C1,PSLV-C1,Satish Dhawan Space Centre,,Earth Observation,SSO,1250,Success,Other,175,Solid,8,Lower than planned orbit; still partly usable,,,ENRICHED
PSLV-D3 (IRS-1D),9/29/1997,1997,1990s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Success,,,,,Third PSLV mission,ISRO-1997-PSLV-D3 (I,ISRO Historical Database,CLEANED_COMPLETE
INSAT-2E,4/3/1999,1999,1990s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,2550,Success,Decommissioned,325,Liquid,15,C and Ku-band; meteorological payload,,,ENRICHED
Oceansat-1 (IRS-P4),5/26/1999,1999,1990s,India,India,ISRO,PSLV-C2,PSLV-C2,Satish Dhawan Space Centre,,Earth Observation,SSO,1050,Success,Decommissioned,125,Solid,5,First Indian oceanographic satellite; ocean color monitor,,,ENRICHED
INSAT-3B,3/22/2000,2000,2000s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GEO,2070,Success,Decommissioned,325,Solid,15,Augmented INSAT comms; S-band mobile satellite services,,,ENRICHED
GSAT-1,4/18/2001,2001,2000s,India,India,ISRO,GSLV-D1,GSLV-D1,Satish Dhawan Space Centre,,Technology/Test,Other,1530,Success,Decommissioned,320,Liquid,,GSLV first flight; cryogenic underperformance; wrong orbit,,,ENRICHED
GSLV-D1 (GSAT-1),4/18/2001,2001,2000s,India,IND,ISRO,GSLV Mk I,GSLV Mk I,Sriharikota,First Launch Pad,Communication,GTO,,Failure,,,,,First GSLV flight - partial failure,ISRO-2001-GSLV-D1 (G,ISRO Historical Database,CLEANED_COMPLETE
Technology Experiment Satellite (TES),10/22/2001,2001,2000s,India,India,ISRO,PSLV-C3,PSLV-C3,Satish Dhawan Space Centre,,Earth Observation,SSO,1108,Success,Decommissioned,80,Solid,4,1m panchromatic; tested tech for reconnaissance satellites,,,ENRICHED
INSAT-3C,1/24/2002,2002,2000s,India,India,ISRO,Ariane-4,Ariane-4,Guiana Space Centre,,Communication,GEO,2750,Success,Decommissioned,325,Liquid,15,Voice video and data services; 24 transponders,,,ENRICHED
KALPANA-1 (METSAT),9/12/2002,2002,2000s,India,India,ISRO,PSLV-C4,PSLV-C4,Satish Dhawan Space Centre,,Weather/Meteorology,Other,1060,Success,Decommissioned,100,Solid,5,First Indian dedicated meteorological satellite; named after Kalpana Chawla,,,ENRICHED
INSAT-3A,4/10/2003,2003,2000s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GEO,2950,Success,Decommissioned,1500,Liquid,10,Telecom TV and meteorological services; 12 C-band + 6 Ku-band,,,ENRICHED
GSAT-2,5/8/2003,2003,2000s,India,India,ISRO,GSLV-D2,GSLV-D2,Satish Dhawan Space Centre,,Technology/Test,GTO,1825,Success,Decommissioned,175,Liquid,3,Experimental satellite for new communication technologies,,,ENRICHED
GSLV-D2 (GSAT-2),5/8/2003,2003,2000s,India,IND,ISRO,GSLV Mk I,GSLV Mk I,Sriharikota,First Launch Pad,Communication,GTO,,Failure,,,,,Second GSLV flight - failed,ISRO-2003-GSLV-D2 (G,ISRO Historical Database,CLEANED_COMPLETE
INSAT-3E,9/28/2003,2003,2000s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GEO,2775,Success,Decommissioned,325,Solid,15,24 C-band transponders; exclusive communications,,,ENRICHED
RESOURCESAT-1 (IRS-P6),10/17/2003,2003,2000s,India,India,ISRO,PSLV-C5,PSLV-C5,Satish Dhawan Space Centre,,Earth Observation,SSO,1360,Success,Decommissioned,120,Solid,11,Agriculture disaster management and land use; 3 cameras,,,ENRICHED
PSLV-C3 (IRS-P6/Resourcesat-1),10/17/2003,2003,2000s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Success,,,,,Resourcesat-1 mission,ISRO-2003-PSLV-C3 (I,ISRO Historical Database,CLEANED_COMPLETE
EDUSAT (GSAT-3),9/20/2004,2004,2000s,India,India,ISRO,GSLV-F01,GSLV-F01,Satish Dhawan Space Centre,,Communication,GTO,1950,Success,Decommissioned,280,Liquid,10,First satellite exclusively for education sector; 12 Ku-band transponders,,,ENRICHED
GSLV-F01 (GSAT-3/EDUSAT),9/20/2004,2004,2000s,India,IND,ISRO,GSLV Mk I,GSLV Mk I,Sriharikota,First Launch Pad,Communication,GTO,,Success,,,,,First successful GSLV mission,ISRO-2004-GSLV-F01 (,ISRO Historical Database,CLEANED_COMPLETE
HAMSAT,5/5/2005,2005,2000s,India,India,ISRO,PSLV-C6,PSLV-C6,Satish Dhawan Space Centre,,Other,SSO,42.5,Success,Decommissioned,17.5,Solid,7,Microsatellite for amateur radio; V/UHF transponder,,,ENRICHED
CARTOSAT-1,5/5/2005,2005,2000s,India,India,ISRO,PSLV-C6,PSLV-C6,Satish Dhawan Space Centre,,Earth Observation,SSO,1560,Success,Decommissioned,175,Solid,8,2.5m stereo imagery for cartographic applications,,,ENRICHED
PSLV-C5 (Cartosat-1),5/5/2005,2005,2000s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Success,,,,,Cartosat-1 stereoscopic imaging satellite,ISRO-2005-PSLV-C5 (C,ISRO Historical Database,CLEANED_COMPLETE
INSAT-4A,12/22/2005,2005,2000s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GTO,3081,Success,Decommissioned,325,Solid,15,First INSAT-4; DTH television; 12 Ku-band transponders,,,ENRICHED
SRE-1,1/10/2007,2007,2000s,India,India,ISRO,PSLV-C7,PSLV-C7,Satish Dhawan Space Centre,,Technology/Test,LEO,550,Success,Other,25,Solid,0.0329,Experimental reentry capsule; successfully recovered in Bay of Bengal,,,ENRICHED
CARTOSAT-2,1/10/2007,2007,2000s,India,India,ISRO,PSLV-C7,PSLV-C7,Satish Dhawan Space Centre,,Earth Observation,SSO,680,Success,Active,85,Solid,16,0.8m panchromatic; sub-meter Indian EO; defense and civilian use,,,ENRICHED
PSLV-C6 (Cartosat-2),1/10/2007,2007,2000s,India,IND,ISRO,PSLV,PSLV,Sriharikota,First Launch Pad,Earth Observation,SSO,,Success,,,,,Cartosat-2 with Indonesian satellite,ISRO-2007-PSLV-C6 (C,ISRO Historical Database,CLEANED_COMPLETE
INSAT-4B,3/12/2007,2007,2000s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GTO,3028,Success,Other,325,Solid,15,Power anomaly 2010 reduced capacity to 50%,,,ENRICHED
INSAT-4CR,9/2/2007,2007,2000s,India,India,ISRO,GSLV-F04,GSLV-F04,Satish Dhawan Space Centre,,Communication,GTO,2140,Success,Other,325,Liquid,15,Lower orbit than planned; reduced mission life,,,ENRICHED
CARTOSAT-2A,4/28/2008,2008,2000s,India,India,ISRO,PSLV-C9,PSLV-C9,Satish Dhawan Space Centre,,Earth Observation,SSO,690,Success,Decommissioned,175,Solid,8,Dedicated Indian Armed Forces reconnaissance satellite,,,ENRICHED
IMS-1,4/28/2008,2008,2000s,India,India,ISRO,PSLV-C9,PSLV-C9,Satish Dhawan Space Centre,,Earth Observation,SSO,83,Success,Decommissioned,17.5,Solid,8,Low-cost microsatellite for remote sensing,,,ENRICHED
Chandrayaan-1,10/22/2008,2008,2000s,India,India,ISRO,PSLV-C11,PSLV-C11,Satish Dhawan Space Centre,,Lunar Exploration,Lunar,1380,Success,Decommissioned,79,Solid,0.8548,India's first Moon probe; confirmed water molecules on Moon,,,ENRICHED
PSLV-C11 (Chandrayaan-1),10/22/2008,2008,2000s,India,IND,ISRO,PSLV-XL,PSLV,Sriharikota,First Launch Pad,Lunar Exploration,Lunar,,Success,,,,,India first lunar mission - discovered water on Moon,ISRO-2008-PSLV-C11 (,ISRO Historical Database,CLEANED_COMPLETE
RISAT-2,4/20/2009,2009,2000s,India,India,ISRO,PSLV-C12,PSLV-C12,Satish Dhawan Space Centre,,Earth Observation,LEO,300,Success,Decommissioned,130,Solid,5,SAR for surveillance and disaster; procured Israeli antenna,,,ENRICHED
Oceansat-2,9/23/2009,2009,2000s,India,India,ISRO,PSLV-C14,PSLV-C14,Satish Dhawan Space Centre,,Other,SSO,960,Success,Decommissioned,175,Solid,7,Ocean color and wind vector measurements,,,ENRICHED
GSAT-4,4/15/2010,2010,2010s,India,India,ISRO,GSLV-D3,GSLV-D3,Satish Dhawan Space Centre,,Communication,Other,2220,Failure,Lost/Failed,325,Liquid,15,Indigenous cryo stage failed to ignite; satellite lost,,,ENRICHED
CARTOSAT-2B,7/12/2010,2010,2010s,India,India,ISRO,PSLV-C15,PSLV-C15,Satish Dhawan Space Centre,,Earth Observation,SSO,690,Success,Decommissioned,175,Solid,8,Sub-meter EO satellite; high-resolution panchromatic,,,ENRICHED
GSAT-5P,12/25/2010,2010,2010s,India,India,ISRO,GSLV-F06,GSLV-F06,Satish Dhawan Space Centre,,Communication,Other,2310,Failure,Lost/Failed,325,Liquid,15,GSLV second stage failure; payload lost,,,ENRICHED
Resourcesat-2,4/20/2011,2011,2010s,India,India,ISRO,PSLV-C16,PSLV-C16,Satish Dhawan Space Centre,,Earth Observation,SSO,1206,Success,Decommissioned,175,Solid,8,Follow-on to Resourcesat-1; LISS-3 LISS-4 AWiFS cameras,,,ENRICHED
GSAT-8,5/21/2011,2011,2010s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GTO,3093,Success,Active,1500,Liquid,12,High-power Ku-band; GAGAN air navigation payload (GPS augment),,,ENRICHED
GSAT-12,7/15/2011,2011,2010s,India,India,ISRO,PSLV-C17,PSLV-C17,Satish Dhawan Space Centre,,Communication,GTO,1410,Success,Decommissioned,175,Solid,15,12 C-band transponders; augmented INSAT/GSAT capacity,,,ENRICHED
Megha-Tropiques,10/12/2011,2011,2010s,India,India,ISRO,PSLV-C18,PSLV-C18,Satish Dhawan Space Centre,,Weather/Meteorology,Other,1000,Success,Decommissioned,175,Solid,10,Joint ISRO-CNES; tropical water cycle and energy; unique tropical orbit,,,ENRICHED
RISAT-1,4/26/2012,2012,2010s,India,India,ISRO,PSLV-C19,PSLV-C19,Satish Dhawan Space Centre,,Earth Observation,SSO,1858,Success,Decommissioned,200,Solid,3,First fully indigenous SAR satellite; all-weather capability,,,ENRICHED
GSAT-10,9/29/2012,2012,2010s,India,India,ISRO,Ariane-5,Ariane-5,Guiana Space Centre,,Communication,GTO,3400,Success,Decommissioned,325,Solid,15,GAGAN navigation payload; 30 transponders,,,ENRICHED
SARAL,2/25/2013,2013,2010s,India,India,ISRO,PSLV-C20,PSLV-C20,Satish Dhawan Space Centre,,Other,SSO,407,Success,Decommissioned,60,Solid,7,Joint ISRO-CNES; Ka-band altimeter for ocean wave height,,,ENRICHED
IRNSS-1A,7/1/2013,2013,2010s,India,India,ISRO,PSLV-C22,PSLV-C22,Satish Dhawan Space Centre,,Navigation,GTO,1380,Success,Active,200,Solid,,First NavIC navigation satellite; atomic clock (later failed),,,ENRICHED
